Year,name,value,reactor
1993,Electricity Supplied (GWh),2403.66,ATUCHA-1
1994,Reference Unit Power (MWe),335,ATUCHA-1
1994,Annual Time Online (Hours),7916,ATUCHA-1
1994,Electricity Supplied (GWh),2651.86,ATUCHA-1
1995,Reference Unit Power (MWe),335,ATUCHA-1
1995,Annual Time Online (Hours),8376,ATUCHA-1
1995,Electricity Supplied (GWh),2671.71,ATUCHA-1
1996,Reference Unit Power (MWe),335,ATUCHA-1
1996,Annual Time Online (Hours),6990,ATUCHA-1
1996,Electricity Supplied (GWh),2038.8,ATUCHA-1
1997,Reference Unit Power (MWe),335,ATUCHA-1
1997,Annual Time Online (Hours),8329,ATUCHA-1
1997,Electricity Supplied (GWh),2720.14,ATUCHA-1
1998,Reference Unit Power (MWe),335,ATUCHA-1
1998,Annual Time Online (Hours),7242,ATUCHA-1
1998,Electricity Supplied (GWh),2374.36,ATUCHA-1
1999,Reference Unit Power (MWe),335,ATUCHA-1
1999,Annual Time Online (Hours),4364,ATUCHA-1
1999,Electricity Supplied (GWh),1395.5,ATUCHA-1
2000,Reference Unit Power (MWe),335,ATUCHA-1
2000,Annual Time Online (Hours),5038,ATUCHA-1
2000,Electricity Supplied (GWh),1677.85,ATUCHA-1
2001,Reference Unit Power (MWe),335,ATUCHA-1
2001,Annual Time Online (Hours),4407,ATUCHA-1
2001,Electricity Supplied (GWh),1425.96,ATUCHA-1
2002,Reference Unit Power (MWe),335,ATUCHA-1
2002,Annual Time Online (Hours),3030,ATUCHA-1
2002,Electricity Supplied (GWh),1011.5,ATUCHA-1
2003,Reference Unit Power (MWe),335,ATUCHA-1
2003,Annual Time Online (Hours),6094,ATUCHA-1
2003,Electricity Supplied (GWh),2020.6,ATUCHA-1
2004,Reference Unit Power (MWe),335,ATUCHA-1
2004,Annual Time Online (Hours),8250,ATUCHA-1
2004,Electricity Supplied (GWh),2725.01,ATUCHA-1
2005,Reference Unit Power (MWe),335,ATUCHA-1
2005,Annual Time Online (Hours),7004,ATUCHA-1
2005,Electricity Supplied (GWh),1997.96,ATUCHA-1
2006,Reference Unit Power (MWe),335,ATUCHA-1
2006,Annual Time Online (Hours),6403,ATUCHA-1
2006,Electricity Supplied (GWh),2100.55,ATUCHA-1
2007,Reference Unit Power (MWe),335,ATUCHA-1
2007,Annual Time Online (Hours),8300,ATUCHA-1
2007,Electricity Supplied (GWh),2718.74,ATUCHA-1
2008,Reference Unit Power (MWe),335,ATUCHA-1
2008,Annual Time Online (Hours),7562,ATUCHA-1
2008,Electricity Supplied (GWh),2481.26,ATUCHA-1
2009,Reference Unit Power (MWe),335,ATUCHA-1
2009,Annual Time Online (Hours),7296,ATUCHA-1
2009,Electricity Supplied (GWh),2397.18,ATUCHA-1
2010,Reference Unit Power (MWe),335,ATUCHA-1
2010,Annual Time Online (Hours),8560,ATUCHA-1
2010,Electricity Supplied (GWh),2782.75,ATUCHA-1
2011,Reference Unit Power (MWe),335,ATUCHA-1
2011,Annual Time Online (Hours),7289,ATUCHA-1
2011,Electricity Supplied (GWh),2334.46,ATUCHA-1
2012,Reference Unit Power (MWe),335,ATUCHA-1
2012,Annual Time Online (Hours),7521,ATUCHA-1
2012,Electricity Supplied (GWh),2477.36,ATUCHA-1
2013,Reference Unit Power (MWe),340,ATUCHA-1
2013,Annual Time Online (Hours),7310,ATUCHA-1
2013,Electricity Supplied (GWh),2449.53,ATUCHA-1
2014,Reference Unit Power (MWe),340,ATUCHA-1
2014,Annual Time Online (Hours),7875,ATUCHA-1
2014,Electricity Supplied (GWh),2631.71,ATUCHA-1
2015,Reference Unit Power (MWe),340,ATUCHA-1
2015,Annual Time Online (Hours),6109,ATUCHA-1
2015,Electricity Supplied (GWh),1951.35,ATUCHA-1
2016,Reference Unit Power (MWe),340,ATUCHA-1
2016,Annual Time Online (Hours),7700,ATUCHA-1
2016,Electricity Supplied (GWh),2476.82,ATUCHA-1
2017,Reference Unit Power (MWe),340,ATUCHA-1
2017,Annual Time Online (Hours),7832,ATUCHA-1
2017,Electricity Supplied (GWh),2359.66,ATUCHA-1
2018,Reference Unit Power (MWe),340,ATUCHA-1
2018,Annual Time Online (Hours),7393,ATUCHA-1
2018,Electricity Supplied (GWh),2274.09,ATUCHA-1
2019,Reference Unit Power (MWe),340,ATUCHA-1
2019,Annual Time Online (Hours),7341,ATUCHA-1
2019,Electricity Supplied (GWh),2392.4,ATUCHA-1
2020,Reference Unit Power (MWe),340,ATUCHA-1
2020,Annual Time Online (Hours),8067,ATUCHA-1
2020,Electricity Supplied (GWh),2680.41,ATUCHA-1
2021,Reference Unit Power (MWe),340,ATUCHA-1
2021,Annual Time Online (Hours),7243,ATUCHA-1
2021,Electricity Supplied (GWh),2318.78,ATUCHA-1
2022,Reference Unit Power (MWe),340,ATUCHA-1
2022,Annual Time Online (Hours),6528,ATUCHA-1
2022,Electricity Supplied (GWh),2034.01,ATUCHA-1
2023,Reference Unit Power (MWe),340,ATUCHA-1
2023,Annual Time Online (Hours),6855,ATUCHA-1
2023,Electricity Supplied (GWh),2197.12,ATUCHA-1
2014,Reference Unit Power (MWe),692,ATUCHA-2
2014,Annual Time Online (Hours),3071,ATUCHA-2
2014,Electricity Supplied (GWh),1093.35,ATUCHA-2
2015,Reference Unit Power (MWe),692,ATUCHA-2
2015,Annual Time Online (Hours),6928,ATUCHA-2
2015,Electricity Supplied (GWh),3925.92,ATUCHA-2
2016,Reference Unit Power (MWe),692,ATUCHA-2
2016,Annual Time Online (Hours),8063,ATUCHA-2
2016,Electricity Supplied (GWh),5200.54,ATUCHA-2
2017,Reference Unit Power (MWe),693,ATUCHA-2
2017,Annual Time Online (Hours),5130,ATUCHA-2
2017,Electricity Supplied (GWh),3356.61,ATUCHA-2
2018,Reference Unit Power (MWe),693,ATUCHA-2
2018,Annual Time Online (Hours),6448,ATUCHA-2
2018,Electricity Supplied (GWh),4178.88,ATUCHA-2
2019,Reference Unit Power (MWe),693,ATUCHA-2
2019,Annual Time Online (Hours),7001,ATUCHA-2
2019,Electricity Supplied (GWh),1748.39,ATUCHA-2
2020,Reference Unit Power (MWe),693,ATUCHA-2
2020,Annual Time Online (Hours),6155,ATUCHA-2
2020,Electricity Supplied (GWh),2421.87,ATUCHA-2
2021,Reference Unit Power (MWe),693,ATUCHA-2
2021,Annual Time Online (Hours),7217,ATUCHA-2
2021,Electricity Supplied (GWh),3510.88,ATUCHA-2
2022,Reference Unit Power (MWe),693,ATUCHA-2
2022,Annual Time Online (Hours),3381,ATUCHA-2
2022,Electricity Supplied (GWh),1259.03,ATUCHA-2
2023,Reference Unit Power (MWe),693,ATUCHA-2
2023,Annual Time Online (Hours),2958,ATUCHA-2
2023,Electricity Supplied (GWh),1541.93,ATUCHA-2
1983,Reference Unit Power (MWe),600,EMBALSE
1983,Annual Time Online (Hours),2098,EMBALSE
1983,Electricity Supplied (GWh),815.4,EMBALSE
1984,Reference Unit Power (MWe),600,EMBALSE
1984,Annual Time Online (Hours),6355,EMBALSE
1984,Electricity Supplied (GWh),2527.07,EMBALSE
1985,Reference Unit Power (MWe),600,EMBALSE
1985,Annual Time Online (Hours),8170,EMBALSE
1985,Electricity Supplied (GWh),3778.57,EMBALSE
1986,Reference Unit Power (MWe),600,EMBALSE
1986,Annual Time Online (Hours),5847,EMBALSE
1986,Electricity Supplied (GWh),3061.67,EMBALSE
1987,Reference Unit Power (MWe),600,EMBALSE
1987,Annual Time Online (Hours),7951,EMBALSE
1987,Electricity Supplied (GWh),4577.05,EMBALSE
1988,Reference Unit Power (MWe),600,EMBALSE
1988,Annual Time Online (Hours),7798,EMBALSE
1988,Electricity Supplied (GWh),4560.58,EMBALSE
1989,Reference Unit Power (MWe),600,EMBALSE
1989,Annual Time Online (Hours),7804,EMBALSE
1989,Electricity Supplied (GWh),4658.98,EMBALSE
1990,Reference Unit Power (MWe),600,EMBALSE
1990,Annual Time Online (Hours),8404,EMBALSE
1990,Electricity Supplied (GWh),5000.74,EMBALSE
1991,Reference Unit Power (MWe),600,EMBALSE
1991,Annual Time Online (Hours),7855,EMBALSE
1991,Electricity Supplied (GWh),4498.81,EMBALSE
1992,Reference Unit Power (MWe),600,EMBALSE
1992,Annual Time Online (Hours),7440,EMBALSE
1992,Electricity Supplied (GWh),4353.98,EMBALSE
1993,Reference Unit Power (MWe),600,EMBALSE
1993,Annual Time Online (Hours),7956,EMBALSE
1993,Electricity Supplied (GWh),4773.27,EMBALSE
1994,Reference Unit Power (MWe),600,EMBALSE
1994,Annual Time Online (Hours),8575,EMBALSE
1994,Electricity Supplied (GWh),5157.89,EMBALSE
1995,Reference Unit Power (MWe),600,EMBALSE
1995,Annual Time Online (Hours),6541,EMBALSE
1995,Electricity Supplied (GWh),3897.91,EMBALSE
1996,Reference Unit Power (MWe),600,EMBALSE
1996,Annual Time Online (Hours),8176,EMBALSE
1996,Electricity Supplied (GWh),4891.97,EMBALSE
1997,Reference Unit Power (MWe),600,EMBALSE
1997,Annual Time Online (Hours),7821,EMBALSE
1997,Electricity Supplied (GWh),4737.03,EMBALSE
1998,Reference Unit Power (MWe),600,EMBALSE
1998,Annual Time Online (Hours),7629,EMBALSE
1998,Electricity Supplied (GWh),4555.43,EMBALSE
1999,Reference Unit Power (MWe),598,EMBALSE
1999,Annual Time Online (Hours),8700,EMBALSE
1999,Electricity Supplied (GWh),5201.79,EMBALSE
2000,Reference Unit Power (MWe),643,EMBALSE
2000,Annual Time Online (Hours),6837,EMBALSE
2000,Electricity Supplied (GWh),4064.48,EMBALSE
2001,Reference Unit Power (MWe),600,EMBALSE
2001,Annual Time Online (Hours),8564,EMBALSE
2001,Electricity Supplied (GWh),5128.11,EMBALSE
2002,Reference Unit Power (MWe),600,EMBALSE
2002,Annual Time Online (Hours),7401,EMBALSE
2002,Electricity Supplied (GWh),4385.52,EMBALSE
2003,Reference Unit Power (MWe),600,EMBALSE
2003,Annual Time Online (Hours),8367,EMBALSE
2003,Electricity Supplied (GWh),5004.14,EMBALSE
2004,Reference Unit Power (MWe),600,EMBALSE
2004,Annual Time Online (Hours),7704,EMBALSE
2004,Electricity Supplied (GWh),4589.57,EMBALSE
2005,Reference Unit Power (MWe),600,EMBALSE
2005,Annual Time Online (Hours),7341,EMBALSE
2005,Electricity Supplied (GWh),4372.48,EMBALSE
2006,Reference Unit Power (MWe),600,EMBALSE
2006,Annual Time Online (Hours),8455,EMBALSE
2006,Electricity Supplied (GWh),5052.1,EMBALSE
2007,Reference Unit Power (MWe),600,EMBALSE
2007,Annual Time Online (Hours),6771,EMBALSE
2007,Electricity Supplied (GWh),4003.72,EMBALSE
2008,Reference Unit Power (MWe),600,EMBALSE
2008,Annual Time Online (Hours),7382,EMBALSE
2008,Electricity Supplied (GWh),4368.61,EMBALSE
2009,Reference Unit Power (MWe),600,EMBALSE
2009,Annual Time Online (Hours),8705,EMBALSE
2009,Electricity Supplied (GWh),5192.43,EMBALSE
2010,Reference Unit Power (MWe),600,EMBALSE
2010,Annual Time Online (Hours),6701,EMBALSE
2010,Electricity Supplied (GWh),3908.69,EMBALSE
2011,Reference Unit Power (MWe),600,EMBALSE
2011,Annual Time Online (Hours),7405,EMBALSE
2011,Electricity Supplied (GWh),3559.35,EMBALSE
2012,Reference Unit Power (MWe),600,EMBALSE
2012,Annual Time Online (Hours),7214,EMBALSE
2012,Electricity Supplied (GWh),3425.53,EMBALSE
2013,Reference Unit Power (MWe),600,EMBALSE
2013,Annual Time Online (Hours),6841,EMBALSE
2013,Electricity Supplied (GWh),3285.69,EMBALSE
2014,Reference Unit Power (MWe),600,EMBALSE
2014,Annual Time Online (Hours),3678,EMBALSE
2014,Electricity Supplied (GWh),1533.11,EMBALSE
2015,Reference Unit Power (MWe),600,EMBALSE
2015,Annual Time Online (Hours),1564,EMBALSE
2015,Electricity Supplied (GWh),641.36,EMBALSE
2016,Reference Unit Power (MWe),600,EMBALSE
2016,Annual Time Online (Hours),0,EMBALSE
2016,Electricity Supplied (GWh),0,EMBALSE
2017,Reference Unit Power (MWe),600,EMBALSE
2017,Annual Time Online (Hours),0,EMBALSE
2017,Electricity Supplied (GWh),0,EMBALSE
2018,Reference Unit Power (MWe),600,EMBALSE
2018,Annual Time Online (Hours),0,EMBALSE
2018,Electricity Supplied (GWh),0,EMBALSE
2019,Reference Unit Power (MWe),608,EMBALSE
2019,Annual Time Online (Hours),7051,EMBALSE
2019,Electricity Supplied (GWh),3786.17,EMBALSE
2020,Reference Unit Power (MWe),608,EMBALSE
2020,Annual Time Online (Hours),8447,EMBALSE
2020,Electricity Supplied (GWh),4910.14,EMBALSE
2021,Reference Unit Power (MWe),608,EMBALSE
2021,Annual Time Online (Hours),7227,EMBALSE
2021,Electricity Supplied (GWh),4340.06,EMBALSE
2022,Reference Unit Power (MWe),608,EMBALSE
2022,Annual Time Online (Hours),6993,EMBALSE
2022,Electricity Supplied (GWh),4176.48,EMBALSE
2023,Reference Unit Power (MWe),608,EMBALSE
2023,Annual Time Online (Hours),8660,EMBALSE
2023,Electricity Supplied (GWh),5224.06,EMBALSE
1976,Reference Unit Power (MWe),NA,ARMENIAN-1
1976,Annual Time Online (Hours),NA,ARMENIAN-1
1976,Electricity Supplied (GWh),NA,ARMENIAN-1
1977,Reference Unit Power (MWe),NA,ARMENIAN-1
1977,Annual Time Online (Hours),NA,ARMENIAN-1
1977,Electricity Supplied (GWh),NA,ARMENIAN-1
1978,Reference Unit Power (MWe),NA,ARMENIAN-1
1978,Annual Time Online (Hours),NA,ARMENIAN-1
1978,Electricity Supplied (GWh),NA,ARMENIAN-1
1979,Reference Unit Power (MWe),NA,ARMENIAN-1
1979,Annual Time Online (Hours),NA,ARMENIAN-1
1979,Electricity Supplied (GWh),NA,ARMENIAN-1
1980,Reference Unit Power (MWe),NA,ARMENIAN-1
1980,Annual Time Online (Hours),NA,ARMENIAN-1
1980,Electricity Supplied (GWh),NA,ARMENIAN-1
1981,Reference Unit Power (MWe),NA,ARMENIAN-1
1981,Annual Time Online (Hours),NA,ARMENIAN-1
1981,Electricity Supplied (GWh),NA,ARMENIAN-1
1982,Reference Unit Power (MWe),NA,ARMENIAN-1
1982,Annual Time Online (Hours),NA,ARMENIAN-1
1982,Electricity Supplied (GWh),NA,ARMENIAN-1
1983,Reference Unit Power (MWe),NA,ARMENIAN-1
1983,Annual Time Online (Hours),NA,ARMENIAN-1
1983,Electricity Supplied (GWh),NA,ARMENIAN-1
1984,Reference Unit Power (MWe),NA,ARMENIAN-1
1984,Annual Time Online (Hours),NA,ARMENIAN-1
1984,Electricity Supplied (GWh),NA,ARMENIAN-1
1985,Reference Unit Power (MWe),NA,ARMENIAN-1
1985,Annual Time Online (Hours),NA,ARMENIAN-1
1985,Electricity Supplied (GWh),NA,ARMENIAN-1
1986,Reference Unit Power (MWe),NA,ARMENIAN-1
1986,Annual Time Online (Hours),NA,ARMENIAN-1
1986,Electricity Supplied (GWh),NA,ARMENIAN-1
1987,Reference Unit Power (MWe),408,ARMENIAN-1
1987,Annual Time Online (Hours),5600,ARMENIAN-1
1987,Electricity Supplied (GWh),2101.32,ARMENIAN-1
1988,Reference Unit Power (MWe),376,ARMENIAN-1
1988,Annual Time Online (Hours),5915,ARMENIAN-1
1988,Electricity Supplied (GWh),2149.51,ARMENIAN-1
1989,Reference Unit Power (MWe),376,ARMENIAN-1
1989,Annual Time Online (Hours),1330,ARMENIAN-1
1989,Electricity Supplied (GWh),505.33,ARMENIAN-1
1980,Reference Unit Power (MWe),NA,ARMENIAN-2
1980,Annual Time Online (Hours),NA,ARMENIAN-2
1980,Electricity Supplied (GWh),NA,ARMENIAN-2
1981,Reference Unit Power (MWe),NA,ARMENIAN-2
1981,Annual Time Online (Hours),NA,ARMENIAN-2
1981,Electricity Supplied (GWh),NA,ARMENIAN-2
1982,Reference Unit Power (MWe),NA,ARMENIAN-2
1982,Annual Time Online (Hours),NA,ARMENIAN-2
1982,Electricity Supplied (GWh),NA,ARMENIAN-2
1983,Reference Unit Power (MWe),NA,ARMENIAN-2
1983,Annual Time Online (Hours),NA,ARMENIAN-2
1983,Electricity Supplied (GWh),NA,ARMENIAN-2
1984,Reference Unit Power (MWe),NA,ARMENIAN-2
1984,Annual Time Online (Hours),NA,ARMENIAN-2
1984,Electricity Supplied (GWh),NA,ARMENIAN-2
1985,Reference Unit Power (MWe),NA,ARMENIAN-2
1985,Annual Time Online (Hours),NA,ARMENIAN-2
1985,Electricity Supplied (GWh),NA,ARMENIAN-2
1986,Reference Unit Power (MWe),NA,ARMENIAN-2
1986,Annual Time Online (Hours),NA,ARMENIAN-2
1986,Electricity Supplied (GWh),NA,ARMENIAN-2
1987,Reference Unit Power (MWe),408,ARMENIAN-2
1987,Annual Time Online (Hours),7040,ARMENIAN-2
1987,Electricity Supplied (GWh),2629.08,ARMENIAN-2
1988,Reference Unit Power (MWe),376,ARMENIAN-2
1988,Annual Time Online (Hours),6741,ARMENIAN-2
1988,Electricity Supplied (GWh),2254.53,ARMENIAN-2
1989,Reference Unit Power (MWe),376,ARMENIAN-2
1989,Annual Time Online (Hours),1838,ARMENIAN-2
1989,Electricity Supplied (GWh),671.28,ARMENIAN-2
1990,Reference Unit Power (MWe),NA,ARMENIAN-2
1990,Annual Time Online (Hours),NA,ARMENIAN-2
1990,Electricity Supplied (GWh),NA,ARMENIAN-2
1991,Reference Unit Power (MWe),NA,ARMENIAN-2
1991,Annual Time Online (Hours),NA,ARMENIAN-2
1991,Electricity Supplied (GWh),NA,ARMENIAN-2
1992,Reference Unit Power (MWe),NA,ARMENIAN-2
1992,Annual Time Online (Hours),NA,ARMENIAN-2
1992,Electricity Supplied (GWh),NA,ARMENIAN-2
1993,Reference Unit Power (MWe),NA,ARMENIAN-2
1993,Annual Time Online (Hours),NA,ARMENIAN-2
1993,Electricity Supplied (GWh),NA,ARMENIAN-2
1994,Reference Unit Power (MWe),NA,ARMENIAN-2
1994,Annual Time Online (Hours),NA,ARMENIAN-2
1994,Electricity Supplied (GWh),NA,ARMENIAN-2
1995,Reference Unit Power (MWe),NA,ARMENIAN-2
1995,Annual Time Online (Hours),NA,ARMENIAN-2
1995,Electricity Supplied (GWh),NA,ARMENIAN-2
1996,Reference Unit Power (MWe),376,ARMENIAN-2
1996,Annual Time Online (Hours),7561,ARMENIAN-2
1996,Electricity Supplied (GWh),2097.98,ARMENIAN-2
1997,Reference Unit Power (MWe),376,ARMENIAN-2
1997,Annual Time Online (Hours),5700,ARMENIAN-2
1997,Electricity Supplied (GWh),1429.96,ARMENIAN-2
1998,Reference Unit Power (MWe),376,ARMENIAN-2
1998,Annual Time Online (Hours),6408,ARMENIAN-2
1998,Electricity Supplied (GWh),1416.47,ARMENIAN-2
1999,Reference Unit Power (MWe),376,ARMENIAN-2
1999,Annual Time Online (Hours),6193,ARMENIAN-2
1999,Electricity Supplied (GWh),1890.37,ARMENIAN-2
2000,Reference Unit Power (MWe),376,ARMENIAN-2
2000,Annual Time Online (Hours),5699,ARMENIAN-2
2000,Electricity Supplied (GWh),1841.51,ARMENIAN-2
2001,Reference Unit Power (MWe),376,ARMENIAN-2
2001,Annual Time Online (Hours),5660,ARMENIAN-2
2001,Electricity Supplied (GWh),1815.41,ARMENIAN-2
2002,Reference Unit Power (MWe),376,ARMENIAN-2
2002,Annual Time Online (Hours),6961,ARMENIAN-2
2002,Electricity Supplied (GWh),2078.9,ARMENIAN-2
2003,Reference Unit Power (MWe),376,ARMENIAN-2
2003,Annual Time Online (Hours),6120,ARMENIAN-2
2003,Electricity Supplied (GWh),1997.55,ARMENIAN-2
2004,Reference Unit Power (MWe),376,ARMENIAN-2
2004,Annual Time Online (Hours),7135,ARMENIAN-2
2004,Electricity Supplied (GWh),2196.58,ARMENIAN-2
2005,Reference Unit Power (MWe),376,ARMENIAN-2
2005,Annual Time Online (Hours),7658,ARMENIAN-2
2005,Electricity Supplied (GWh),2504.49,ARMENIAN-2
2006,Reference Unit Power (MWe),376,ARMENIAN-2
2006,Annual Time Online (Hours),7632,ARMENIAN-2
2006,Electricity Supplied (GWh),2421.62,ARMENIAN-2
2007,Reference Unit Power (MWe),376,ARMENIAN-2
2007,Annual Time Online (Hours),7447,ARMENIAN-2
2007,Electricity Supplied (GWh),2347.83,ARMENIAN-2
2008,Reference Unit Power (MWe),376,ARMENIAN-2
2008,Annual Time Online (Hours),7013,ARMENIAN-2
2008,Electricity Supplied (GWh),2265.89,ARMENIAN-2
2009,Reference Unit Power (MWe),375,ARMENIAN-2
2009,Annual Time Online (Hours),7408,ARMENIAN-2
2009,Electricity Supplied (GWh),2290.42,ARMENIAN-2
2010,Reference Unit Power (MWe),375,ARMENIAN-2
2010,Annual Time Online (Hours),7535,ARMENIAN-2
2010,Electricity Supplied (GWh),2286.54,ARMENIAN-2
2011,Reference Unit Power (MWe),375,ARMENIAN-2
2011,Annual Time Online (Hours),7552,ARMENIAN-2
2011,Electricity Supplied (GWh),2356.84,ARMENIAN-2
2012,Reference Unit Power (MWe),375,ARMENIAN-2
2012,Annual Time Online (Hours),7052,ARMENIAN-2
2012,Electricity Supplied (GWh),2123.5,ARMENIAN-2
2013,Reference Unit Power (MWe),375,ARMENIAN-2
2013,Annual Time Online (Hours),7237,ARMENIAN-2
2013,Electricity Supplied (GWh),2167.63,ARMENIAN-2
2014,Reference Unit Power (MWe),375,ARMENIAN-2
2014,Annual Time Online (Hours),7542,ARMENIAN-2
2014,Electricity Supplied (GWh),2265.64,ARMENIAN-2
2015,Reference Unit Power (MWe),375,ARMENIAN-2
2015,Annual Time Online (Hours),7859,ARMENIAN-2
2015,Electricity Supplied (GWh),2571.1,ARMENIAN-2
2016,Reference Unit Power (MWe),375,ARMENIAN-2
2016,Annual Time Online (Hours),6756,ARMENIAN-2
2016,Electricity Supplied (GWh),2194.85,ARMENIAN-2
2017,Reference Unit Power (MWe),375,ARMENIAN-2
2017,Annual Time Online (Hours),7341,ARMENIAN-2
2017,Electricity Supplied (GWh),2411.39,ARMENIAN-2
2018,Reference Unit Power (MWe),375,ARMENIAN-2
2018,Annual Time Online (Hours),7169,ARMENIAN-2
2018,Electricity Supplied (GWh),1898.08,ARMENIAN-2
2019,Reference Unit Power (MWe),375,ARMENIAN-2
2019,Annual Time Online (Hours),6252,ARMENIAN-2
2019,Electricity Supplied (GWh),2028.96,ARMENIAN-2
2020,Reference Unit Power (MWe),415,ARMENIAN-2
2020,Annual Time Online (Hours),7295,ARMENIAN-2
2020,Electricity Supplied (GWh),2551.8,ARMENIAN-2
2021,Reference Unit Power (MWe),448,ARMENIAN-2
2021,Annual Time Online (Hours),5028,ARMENIAN-2
2021,Electricity Supplied (GWh),1850.04,ARMENIAN-2
2022,Reference Unit Power (MWe),416,ARMENIAN-2
2022,Annual Time Online (Hours),7110,ARMENIAN-2
2022,Electricity Supplied (GWh),2630.85,ARMENIAN-2
2023,Reference Unit Power (MWe),416,ARMENIAN-2
2023,Annual Time Online (Hours),6490,ARMENIAN-2
2023,Electricity Supplied (GWh),2512.03,ARMENIAN-2
2020,Reference Unit Power (MWe),1110,BELARUSIAN-1
2020,Annual Time Online (Hours),509,BELARUSIAN-1
2020,Electricity Supplied (GWh),338.43,BELARUSIAN-1
2021,Reference Unit Power (MWe),1110,BELARUSIAN-1
2021,Annual Time Online (Hours),5255,BELARUSIAN-1
2021,Electricity Supplied (GWh),5422.11,BELARUSIAN-1
2022,Reference Unit Power (MWe),1110,BELARUSIAN-1
2022,Annual Time Online (Hours),4008,BELARUSIAN-1
2022,Electricity Supplied (GWh),4411.35,BELARUSIAN-1
2023,Reference Unit Power (MWe),1110,BELARUSIAN-1
2023,Annual Time Online (Hours),7054,BELARUSIAN-1
2023,Electricity Supplied (GWh),7675.4,BELARUSIAN-1
2023,Reference Unit Power (MWe),1110,BELARUSIAN-2
2023,Annual Time Online (Hours),3674,BELARUSIAN-2
2023,Electricity Supplied (GWh),3321.12,BELARUSIAN-2
1962,Reference Unit Power (MWe),NA,BR-3
1962,Annual Time Online (Hours),NA,BR-3
1962,Electricity Supplied (GWh),NA,BR-3
1963,Reference Unit Power (MWe),NA,BR-3
1963,Annual Time Online (Hours),NA,BR-3
1963,Electricity Supplied (GWh),NA,BR-3
1964,Reference Unit Power (MWe),NA,BR-3
1964,Annual Time Online (Hours),NA,BR-3
1964,Electricity Supplied (GWh),NA,BR-3
1965,Reference Unit Power (MWe),NA,BR-3
1965,Annual Time Online (Hours),NA,BR-3
1965,Electricity Supplied (GWh),NA,BR-3
1966,Reference Unit Power (MWe),NA,BR-3
1966,Annual Time Online (Hours),NA,BR-3
1966,Electricity Supplied (GWh),NA,BR-3
1967,Reference Unit Power (MWe),NA,BR-3
1967,Annual Time Online (Hours),NA,BR-3
1967,Electricity Supplied (GWh),NA,BR-3
1968,Reference Unit Power (MWe),NA,BR-3
1968,Annual Time Online (Hours),NA,BR-3
1968,Electricity Supplied (GWh),NA,BR-3
1969,Reference Unit Power (MWe),NA,BR-3
1969,Annual Time Online (Hours),NA,BR-3
1969,Electricity Supplied (GWh),NA,BR-3
1970,Reference Unit Power (MWe),NA,BR-3
1970,Annual Time Online (Hours),NA,BR-3
1970,Electricity Supplied (GWh),NA,BR-3
1971,Reference Unit Power (MWe),NA,BR-3
1971,Annual Time Online (Hours),NA,BR-3
1971,Electricity Supplied (GWh),NA,BR-3
1972,Reference Unit Power (MWe),NA,BR-3
1972,Annual Time Online (Hours),NA,BR-3
1972,Electricity Supplied (GWh),NA,BR-3
1973,Reference Unit Power (MWe),11,BR-3
1973,Annual Time Online (Hours),7323,BR-3
1973,Electricity Supplied (GWh),68.7,BR-3
1974,Reference Unit Power (MWe),11,BR-3
1974,Annual Time Online (Hours),3522,BR-3
1974,Electricity Supplied (GWh),23.2,BR-3
1975,Reference Unit Power (MWe),11,BR-3
1975,Annual Time Online (Hours),3313,BR-3
1975,Electricity Supplied (GWh),18.1,BR-3
1976,Reference Unit Power (MWe),10,BR-3
1976,Annual Time Online (Hours),3610,BR-3
1976,Electricity Supplied (GWh),22,BR-3
1977,Reference Unit Power (MWe),10,BR-3
1977,Annual Time Online (Hours),8391,BR-3
1977,Electricity Supplied (GWh),74.4,BR-3
1978,Reference Unit Power (MWe),10,BR-3
1978,Annual Time Online (Hours),2286,BR-3
1978,Electricity Supplied (GWh),20.8,BR-3
1979,Reference Unit Power (MWe),10,BR-3
1979,Annual Time Online (Hours),3532,BR-3
1979,Electricity Supplied (GWh),31.1,BR-3
1980,Reference Unit Power (MWe),NA,BR-3
1980,Annual Time Online (Hours),NA,BR-3
1980,Electricity Supplied (GWh),NA,BR-3
1981,Reference Unit Power (MWe),NA,BR-3
1981,Annual Time Online (Hours),NA,BR-3
1981,Electricity Supplied (GWh),NA,BR-3
1982,Reference Unit Power (MWe),10,BR-3
1982,Annual Time Online (Hours),4823,BR-3
1982,Electricity Supplied (GWh),40,BR-3
1983,Reference Unit Power (MWe),10,BR-3
1983,Annual Time Online (Hours),1677,BR-3
1983,Electricity Supplied (GWh),13,BR-3
1984,Reference Unit Power (MWe),10,BR-3
1984,Annual Time Online (Hours),3642,BR-3
1984,Electricity Supplied (GWh),31,BR-3
1985,Reference Unit Power (MWe),10,BR-3
1985,Annual Time Online (Hours),6274,BR-3
1985,Electricity Supplied (GWh),47.21,BR-3
1986,Reference Unit Power (MWe),10,BR-3
1986,Annual Time Online (Hours),4115,BR-3
1986,Electricity Supplied (GWh),31.89,BR-3
1987,Reference Unit Power (MWe),10,BR-3
1987,Annual Time Online (Hours),3897,BR-3
1987,Electricity Supplied (GWh),29.28,BR-3
1974,Reference Unit Power (MWe),293,DOEL-1
1974,Annual Time Online (Hours),604,DOEL-1
1974,Electricity Supplied (GWh),114.3,DOEL-1
1975,Reference Unit Power (MWe),392,DOEL-1
